date,2020-07-05,2020-07-05,2020-07-05
PHUN W,,,
PHX,Energy,NYQ,44783108.0
PHYL,,,
PHYS,,,
PI,Technology,NMS,615002944.0
PIC,Financial Services,NYQ,291812480.0
PIC U,,,
PIC WS,,,
PICB,,,
PICK,,,
PICO,,,
PID,,,
PIE,,,
PIH,Financial Services,NMS,27609902.0
PIHP P,,,
PII,,,
PILL,,,
PIM,Financial Services,NYQ,212443072.0
PIN,,,
PINC,Healthcare,NMS,2387163136.0
PINE,Real Estate,NYQ,113344920.0
PING,Technology,NYQ,2601536256.0
PINS,Communication Services,NYQ,14139454464.0
PIO,,,
PIPR,,,
PIRS,Healthcare,NCM,160101040.0
PIXY,,,
PIZ,,,
PJAN,,,
PJH,,,
PJP,,,
PJT,Financial Services,NYQ,1942318720.0
PJUL,,,
PJUN,,,
PK,Real Estate,NYQ,2268770304.0
PKB,,,
PKBK,,,
PKE,Industrials,NYQ,225418288.0
PKG,Consumer Cyclical,NYQ,9451084800.0
PKI,,,
PKO,Financial Services,NYQ,420763360.0
PKOH,Industrials,NMS,197356896.0
PKW,,,
PKX,Basic Materials,NYQ,12056969216.0
PLAB,Technology,NMS,729721088.0
PLAG,,,
PLAN,Technology,NYQ,6603295232.0
PLAT,,,
PLAY,Consumer Cyclical,NMS,604547392.0
PLBC,Financial Services,NMS,117552632.0
PLC,,,
PLCE,Consumer Cyclical,NMS,531794624.0
PLCY,,,
PLD,Real Estate,NYQ,70571515904.0
PLG,,,
PLIN,Consumer Defensive,NMS,31301138.0
PLL,,,
PLM,,,
PLMR,Financial Services,NMS,2122546304.0
PLNT,,,
PLOW,Consumer Cyclical,NYQ,788583744.0
PLPC,Industrials,NMS,245754608.0
PLRX,,,
PLSE,Healthcare,NMS,264064496.0
PLT,,,
PLTM,,,
PLUG,,,
PLUS,Technology,NMS,933092416.0
PLW,,,
PLX,,,
PLXP,Healthcare,NCM,28475968.0
PLXS,Technology,NMS,1914627840.0
PLYA,Consumer Cyclical,NMS,473387168.0
PLYM,,,
PLYM PRA,,,
PM,Consumer Defensive,NYQ,109715374080.0
PMAR,,,
PMAY,,,
PMBC,,,
PMD,,,
PME,Consumer Defensive,NMS,90122816.0
PMF,Financial Services,NYQ,352226464.0
PML,Financial Services,NYQ,844225408.0
PMM,Financial Services,NYQ,357801600.0
PMO,Financial Services,NYQ,433534304.0
PMOM,,,
PMT,Real Estate,NYQ,1697303808.0
PMT PRA,,,
PMT PRB,,,
PMX,Financial Services,NYQ,380405504.0
PNBK,,,
PNC,Financial Services,NYQ,43338158080.0
PNC PRP,,,
PNC PRQ,,,
PNF,Financial Services,NYQ,91615240.0
PNFP,Financial Services,NMS,3018766336.0
PNFP P,,,
PNI,Financial Services,NYQ,116313592.0
PNM,Utilities,NYQ,3128793344.0
PNNT,Financial Services,NMS,222589728.0
PNNT G,,,
PNOV,,,
PNQI,,,
PNR,,,
PNRG,,,
PNTG,Healthcare,NMS,638548736.0
PNW,,,
POAI,,,
POCT,,,
PODD,Healthcare,NMS,13163554816.0
POL,,,
POLA,Industrials,NCM,26124306.0
POOL,Consumer Cyclical,NMS,10791370752.0
POR,Utilities,NYQ,3822066688.0
POST,Consumer Defensive,NYQ,5951196160.0
POTX,,,
POWI,Technology,NMS,3511582976.0
POWL,Industrials,NMS,321940064.0
PPA,,,
PPBI,,,
PPC,Consumer Defensive,NMS,4127926528.0
PPD,Healthcare,NMS,9369937920.0
PPDM,,,
PPEM,,,
PPG,,,
PPH,,,
PPIH,,,
PPL,,,
PPLC,,,
PPLT,,,
PPMC,,,
PPR,,,
PPSC,,,
PPSI,,,
PPT,Financial Services,NYQ,494524480.0
PPTY,,,
PPX,,,
PQDI,,,
PQG,,,
PQIN,,,
PQLC,,,
PQSG,,,
PQSV,,,
PRA,,,
PRAA,Financial Services,NMS,1745594240.0
PRAH,Healthcare,NMS,6056909312.0
PRCP,Technology,NGM,32856676.0
PRDO,,,
PRE PRF,,,
PRE PRG,,,
PRE PRH,,,
PRE PRI,,,
PREF,,,
PRF,,,
PRFT,Technology,NMS,1173105408.0
PRFZ,,,
PRGO,Healthcare,NYQ,7523113984.0
PRGS,Technology,NMS,1718978816.0
PRGX,,,
PRH,,,
PRI,Financial Services,NYQ,4538821632.0
PRIF PRA,,,
PRIF PRB,,,
PRIF PRC,,,
PRIF PRD,,,
PRIF PRE,,,
PRIF PRF,,,
PRIM,Industrials,NMS,846004864.0
PRK,Financial Services,ASE,1108318208.0
PRLB,Industrials,NYQ,2947367680.0
PRMW,,,
PRN,,,
PRNB,Healthcare,NMS,1850284800.0
PRNT,,,
PRO,Technology,NYQ,1942065664.0
PROF,,,
PROG,,,
PROS,Financial Services,NYQ,382279968.0
PROV,Financial Services,NMS,95482352.0
PRPH,Healthcare,NCM,16575987.0
PRPL,Consumer Cyclical,NCM,973837440.0
PRPO,,,
PRQR,Healthcare,NGM,285808928.0
PRS,,,
PRSC,,,
PRSP,Technology,NYQ,3674042624.0
PRT,Energy,NYQ,34428932.0
PRTA,Healthcare,NMS,438227168.0
PRTH,Technology,NCM,190604032.0
PRTK,Healthcare,NGM,222129808.0
PRTS,Consumer Cyclical,NMS,362818368.0
PRTY,Consumer Cyclical,NYQ,132287960.0
PRU,Financial Services,NYQ,23423500288.0
PRVB,Healthcare,NMS,801103104.0
PRVL,Healthcare,NGM,526706176.0
PS,Technology,NMS,2719558144.0
PSA,Real Estate,NYQ,34846732288.0
PSA PRB,,,
PSA PRC,,,
PSA PRD,,,
PSA PRE,,,
PSA PRF,,,
PSA PRG,,,
PSA PRH,,,
PSA PRI,,,
PSA PRJ,,,
PSA PRK,,,
PSA PRL,,,
PSA PRVCL,,,
PSA PRW,,,
PSA PRX,,,
PSB,Real Estate,NYQ,3661080320.0
PSB PRW,,,
PSB PRX,,,
PSB PRY,,,
PSB PRZ,,,
PSC,,,
PSCC,,,
PSCD,,,
PSCE,,,
PSCF,,,
PSCH,,,
PSCI,,,
PSCM,,,
PSCT,,,
PSCU,,,
PSEC,Financial Services,NMS,1872661248.0
PSEP,,,
PSET,,,
PSF,Financial Services,NYQ,299041536.0
PSHG,,,
PSI,,,
PSJ,,,
PSK,,,
PSL,,,
PSLV,,,
PSM,,,
PSMB,,,
PSMC,,,
PSMG,,,
PSMM,,,
PSMT,Consumer Defensive,NMS,1818635264.0
PSN,Industrials,NYQ,3520430080.0
PSNL,Healthcare,NGM,450606208.0
PSO,Communication Services,NYQ,5391974912.0
PSP,,,
PSQ,,,
PSR,,,
PST,,,
PSTG,Technology,NYQ,4542476800.0
PSTI,,,
PSTL,Real Estate,NYQ,87567992.0
PSTV,,,
PSV,Industrials,NYQ,16313634.0
PSX,Energy,NYQ,29877303296.0
PSXP,Energy,NYQ,2123524992.0
PT,Financial Services,NGM,48314896.0
PTAC,,,
PTAC W,,,
PTBD,,,
PTC,,,
PTCT,Healthcare,NMS,3327986688.0
PTE,,,
PTEN,,,
PTEST W,,,
PTEST X,,,
PTEST Y,,,
PTEU,,,
PTF,,,
PTGX,Healthcare,NGM,633098112.0
PTH,,,
PTI,Healthcare,NGM,71442352.0
PTIN,,,
PTLA,Healthcare,NMS,1415059328.0
PTLC,,,
PTMC,,,
PTMN,,,
PTN,,,
PTNQ,,,
PTNR,Communication Services,NMS,789585536.0
PTON,Consumer Cyclical,NMS,16756004864.0
PTR,Energy,NYQ,105969336320.0
PTSI,,,
PTVC A,,,
PTVC B,,,
PTY,Financial Services,NYQ,1502954880.0
PUB,,,
PUI,,,
PUK,Financial Services,NYQ,39943995392.0
PUK PR,,,
PUK PRA,,,
PULM,,,
PULS,,,
PUMP,Energy,NYQ,494165024.0
PUTW,,,
PUYI,Financial Services,NGM,389005696.0
PVAC,Energy,NMS,145515840.0
PVAL,,,
PVBC,Financial Services,NCM,150745776.0
PVG,Basic Materials,NYQ,1513459840.0
PVH,Consumer Cyclical,NYQ,3371515904.0
PVI,,,
PVL,,,
PW,,,
PW PRA,,,
PWB,,,
PWC,,,
PWFL,Technology,NGM,135442928.0
PWOD,Financial Services,NMS,158013056.0
PWR,Industrials,NYQ,5350339072.0
PWS,,,
PWV,,,
PWZ,,,
PXD,,,
PXE,,,
PXF,,,
PXH,,,
PXI,,,
PXJ,,,
PXLW,,,
PXQ,,,
PXS,Industrials,NMS,16920054.0
PY,,,
PYN,Financial Services,NYQ,53786796.0
PYPD,,,
PYPE,,,
PYPL,Financial Services,NMS,208041017344.0
PYS,,,
PYT,,,
PYZ,,,
PZA,,,
PZC,Financial Services,NYQ,228527952.0
PZD,,,
PZG,Basic Materials,ASE,39549480.0
PZN,Financial Services,NYQ,382969856.0
PZT,,,
PZZA,Consumer Cyclical,NMS,2716122368.0
QABA,,,
QADA,Technology,NMS,807723264.0
QADB,Technology,NMS,862032000.0
QAI,,,
QARP,,,
QAT,,,
QCLN,,,
QCOM,Technology,NMS,103347322880.0
QCRH,Financial Services,NMS,465476000.0
QD,Financial Services,NYQ,480224000.0
QDEF,,,
QDEL,,,
QDF,,,
QDIV,,,
QDYN,,,
QED,,,
QEFA,,,
QEMM,,,
QEP,Energy,NYQ,319680256.0
QES,Energy,NYQ,33924780.0
QFIN,Financial Services,NGM,1679829504.0
QGEN,,,
QGRO,,,
QGTA,,,
QID,,,
QINT,,,
QIWI,Financial Services,NMS,1130715392.0
QK,Real Estate,NGM,471489984.0
QLC,,,
QLD,,,
QLGN,,,
QLS,,,
QLTA,,,
QLV,,,
QLVD,,,
QLVE,,,
QLYS,Technology,NMS,4079396864.0
QMCO,,,
QMJ,,,
QMN,,,
QMOM,,,
QNST,Communication Services,NMS,541345024.0
QQEW,,,
QQH,,,
QQQ,,,
QQQE,,,
QQQX,,,
QQXT,,,
QRFT,,,
QRHC,,,
QRTE A,,,
QRTE B,,,
QRVO,Technology,NMS,12620967936.0
QSR,Consumer Cyclical,NYQ,16226531328.0
QSY,,,
QTEC,,,
QTNT,Healthcare,NGM,613559104.0
QTRX,Healthcare,NGM,789310656.0
QTS,Real Estate,NYQ,3982158848.0
QTS PRA,,,
QTS PRB,,,
QTT,Communication Services,NMS,890597120.0
QTUM,,,
QTWO,Technology,NYQ,4570767360.0
QUAD,Industrials,NYQ,169380544.0
QUAL,,,
QUIK,,,
QUMU,Technology,NCM,59798180.0
QUOT,,,
QURE,Healthcare,NMS,2017403776.0
QUS,,,
QVAL,,,
QVCC,,,
QVCD,,,
QVM,,,
QWLD,,,
QYLD,,,
R,Industrials,NYQ,1973723264.0
RA,Financial Services,NYQ,749704768.0
RAAX,,,
RACE,,,
RAD,,,
RADA,,,
RAFE,,,
RAIL,Industrials,NMS,16649000.0
RALS,,,
RAMP,Technology,NYQ,2928571392.0
RAND,,,
RAPT,Healthcare,NGM,683682240.0
RARE,Healthcare,NMS,5140820992.0
RAVE,,,
RAVI,,,
RAVN,Industrials,NMS,745361728.0
RBA,Industrials,NYQ,4374616064.0
RBB,Financial Services,NMS,258387440.0
RBBN,Communication Services,NMS,576188608.0
RBC,Industrials,NYQ,3490772224.0
RBCA A,,,
RBCN,,,
RBIN,,,
RBKB,Financial Services,NCM,73758112.0
RBNC,,,
RBS,Financial Services,NYQ,18889447424.0
RBUS,,,
RC,Real Estate,NYQ,456249632.0
RCA,,,
RCB,,,
RCD,,,
RCEL,Healthcare,NMS,3200160000.0
RCG,,,
RCI,,,
RCII,Industrials,NMS,1434874368.0
RCKT,Healthcare,NGM,1243790336.0
RCKY,Consumer Cyclical,NMS,145440048.0
RCL,Consumer Cyclical,NYQ,10366650368.0
RCM,,,
RCMT,,,
RCON,,,
RCP,,,
RCS,Financial Services,NYQ,288882528.0
RCUS,Healthcare,NYQ,1107406208.0
RDCM,,,
RDFN,Real Estate,NMS,4131315968.0
RDHL,Healthcare,NMS,239480576.0
RDI,,,
RDIB,,,
RDIV,,,
RDN,,,
RDNT,,,
RDOG,,,
RDS A,,,
RDS B,,,
RDUS,Healthcare,NGM,657326464.0
RDVT,Technology,NCM,206212448.0
RDVY,,,
RDWR,Technology,NMS,1093141760.0
RDY,Healthcare,NYQ,8615104512.0
RE,,,
REAL,Consumer Cyclical,NMS,1221736704.0
RECS,,,
REDU,Consumer Defensive,NMS,211418256.0
REED,Consumer Defensive,NCM,60342136.0
REET,,,
REFR,Technology,NCM,121246840.0
REG,Real Estate,NMS,7757133824.0
REGI,Energy,NMS,927016128.0
REGL,,,
REGN,Healthcare,NMS,63860260864.0
REI,Energy,ASE,82932072.0
REK,,,
REKR,,,
RELL,Technology,NMS,53591616.0
RELV,,,
RELX,,,
REM,,,
REML,,,
REMX,,,
RENN,,,
REPH,Healthcare,NMS,108402216.0
REPL,Healthcare,NMS,892214784.0
RES,Energy,NYQ,639322176.0
RESD,,,
RESE,,,
RESI,,,
RESN,Technology,NCM,130290280.0
RESP,,,
RETA,Healthcare,NGM,5300319232.0
RETL,,,
RETO,Basic Materials,NCM,28677600.0
REV,,,
REVG,Industrials,NYQ,388679392.0
REVS,,,
REW,,,
REX,,,
REXN,,,
REXR,Real Estate,NYQ,5260732928.0
REXR PRA,,,
REXR PRB,,,
REXR PRC,,,
REYN,Consumer Cyclical,NMS,7316432896.0
REZ,,,
REZI,Industrials,NYQ,1395266816.0
RF,Financial Services,NYQ,10172608512.0
RF PRA,,,
RF PRB,,,
RF PRC,,,
RFAP,,,
RFCI,,,
RFDA,,,
RFDI,,,
RFEM,,,
RFEU,,,
RFFC,,,
RFG,,,
RFI,Financial Services,NYQ,335688608.0
RFIL,,,
RFL,Healthcare,NYQ,221611584.0
RFM,,,
RFP,,,
RFUN,,,
RFV,,,
RGA,,,
RGCO,Utilities,NGM,201747232.0
RGEN,Healthcare,NMS,6624517120.0
RGI,,,
RGLD,Basic Materials,NMS,7938592256.0
RGLS,,,
RGNX,Healthcare,NMS,1418885888.0
RGP,Industrials,NMS,382518336.0
RGR,Industrials,NYQ,1374529280.0
RGS,Consumer Cyclical,NYQ,288199776.0
RGT,Financial Services,NYQ,123626200.0
RH,Consumer Cyclical,NYQ,4925571072.0
RHE,,,
RHE PRA,,,
RHI,,,
RHP,,,
RHS,,,
RIBT,,,
RICK,Consumer Cyclical,NMS,120544952.0
RIF,Financial Services,ASE,124260360.0
RIG,,,
RIGL,,,
RIGS,,,
RILY,Financial Services,NGM,560452416.0
RILY G,,,
RILY H,,,
RILY I,,,
RILY M,,,
RILY N,,,
RILY O,,,
RILY P,,,
RILY Z,,,
RINF,,,
RING,,,
RIO,,,
RIOT,,,
RISE,,,
RIV,Financial Services,NYQ,140667600.0
RIVE,Financial Services,NGM,49898648.0
RJA,,,
RJF,,,
RJI,,,
RJN,,,
RJZ,,,
RKDA,,,
RL,,,
RLGT,,,
RLGY,Real Estate,NYQ,844523072.0
RLH,,,
RLI,Financial Services,NYQ,3595612928.0
RLJ,Real Estate,NYQ,1532174336.0
RLJ PRA,,,
RLMD,,,
RLY,,,
RM,Financial Services,NYQ,195185328.0
RMAX,Real Estate,NYQ,955794112.0
RMBI,Financial Services,NMS,149333664.0
RMBL,,,
RMBS,Technology,NMS,1702523264.0
RMCF,,,
RMD,Healthcare,NYQ,27845695488.0
RMED,Healthcare,NYQ,16372035.0
RMG,Financial Services,NYQ,292387488.0
RMG U,,,
RMG WS,,,
RMI,,NYQ,136706640.0
RMM,,NYQ,
RMNI,Technology,NGM,336156960.0
RMPL PR,,,
RMR,Real Estate,NCM,889644928.0
RMT,Financial Services,NYQ,308928608.0
RMTI,,,
RNA,,,
RNDB,Financial Services,NGM,54250808.0
RNDM,,,
RNDV,,,
RNEM,,,
RNET,Energy,NMS,36820080.0
RNG,Technology,NYQ,25283080192.0
RNGR,Energy,NYQ,43422388.0
RNLC,,,
RNMC,,,
RNP,Financial Services,NYQ,929280384.0
RNR,Financial Services,NYQ,8738372608.0
RNR PRE,,,
RNR PRF,,,
RNSC,,,
RNST,,,
RNWK,,,
ROAD,Industrials,NMS,909286656.0
ROAM,,,
ROBO,,,
ROBT,,,
ROCH U,,,
ROCK,Industrials,NMS,1514467840.0
RODE,,,
RODI,,,
RODM,,,
ROG,Technology,NYQ,2329403392.0
ROIC,,,
ROK,Industrials,NYQ,24437706752.0
ROKT,,,
ROKU,Communication Services,NMS,15530499072.0
ROL,Consumer Cyclical,NYQ,14113647616.0
ROLL,Industrials,NMS,3289675520.0
ROM,,,
ROMO,,,
ROOF,,,
ROP,Industrials,NYQ,40836976640.0
RORE,,,
ROSC,,,
ROSE,Energy,NCM,14691205.0
ROSE U,,,
ROSE W,,,
ROST,Consumer Cyclical,NMS,31527569408.0
ROUS,,,
ROYT,Energy,NYQ,12300324.0
RP,Technology,NMS,6676372480.0
RPAI,Real Estate,NYQ,1530972288.0
RPAR,,,
RPAY,Technology,NCM,1309937152.0
RPD,Technology,NGM,2696758784.0
RPG,,,
RPLA,Financial Services,NYQ,363328128.0
RPLA U,,,
RPLA WS,,,
RPM,Basic Materials,NYQ,9696285696.0
RPRX,,,
RPT,,,
RPT PRD,,,
RPTX,,,
RPV,,,
RQI,Financial Services,NYQ,1507548928.0
RRBI,Financial Services,NMS,309084000.0
RRC,,,
RRD,,,
RRGB,Consumer Cyclical,NMS,124488072.0
RRR,Consumer Cyclical,NMS,1265958272.0
RS,Basic Materials,NYQ,6004509184.0
RSF,,,
RSG,Industrials,NYQ,25856485376.0
RSP,,,
RSSS,,,
RST,Technology,NYQ,413375040.0
RSX,,,
RSXJ,,,
RTH,,,
RTIX,Healthcare,NMS,219327808.0
RTLR,Energy,NMS,1442422912.0
RTM,,,
RTRX,,,
RTW,,,
RTX,Industrials,NYQ,93621739520.0
RUBI,,,
RUBY,Healthcare,NMS,502975616.0
RUHN,Consumer Cyclical,NMS,250624928.0
RUN,Technology,NMS,2406599936.0
RUSH A,,,
RUSH B,,,
RUSL,,,
RUTH,Consumer Cyclical,NMS,213584544.0
RVI,Real Estate,NYQ,252059520.0
RVLV,Consumer Cyclical,NYQ,1073331904.0
RVMD,Healthcare,NMS,1830020992.0
RVNC,Healthcare,NMS,1437662080.0
RVNU,,,
RVP,Healthcare,ASE,213089904.0
RVRS,,,
RVSB,Financial Services,NMS,116359136.0
RVT,Financial Services,NYQ,1241757696.0
RWCD,,,
RWDC,,,
RWDE,,,
RWED,,,
RWGV,,,
RWIU,,,
RWJ,,,
RWK,,,
RWL,,,
RWLK,,,
RWLS,,,
RWM,,,
RWO,,,
RWR,,,
RWSL,,,
RWT,Real Estate,NYQ,752129984.0
RWUI,,,
RWVG,,,
RWX,,,
RXD,,,
RXI,,,
RXL,,,
RXN,Industrials,NYQ,3474419968.0
RY,Financial Services,NYQ,97115054080.0
RYAA Y,,,
RYAM,Basic Materials,NYQ,173939696.0
RYB,Consumer Defensive,NYQ,81931312.0
RYCE,,,
RYE,,,
RYF,,,
RYH,,,
RYI,Industrials,NYQ,204690432.0
RYJ,,,
RYLD,,,
RYN,Real Estate,NYQ,3353436672.0
RYT,,,
RYTM,Healthcare,NGM,970019584.0
RYU,,,
RZA,,,
RZB,,,
RZG,,,
RZV,,,
SA,,,
SAA,,,
SABR,Technology,NMS,2220715520.0
SACC,,,
SACH,Real Estate,ASE,65024864.0
SAF,,,
SAFE,Real Estate,NYQ,2907447040.0
SAFM,Consumer Defensive,NMS,2479715328.0
SAFT,Financial Services,NMS,1147140864.0
SAGE,Healthcare,NGM,2232984576.0
SAH,Consumer Cyclical,NYQ,1433521408.0
SAIA,Industrials,NMS,2930050048.0
SAIC,,,
SAIL,,,
SAL,Financial Services,NCM,111662072.0
SALM,Communication Services,NGM,29618574.0
SALT,,,
SAM,Consumer Defensive,NYQ,6810217472.0
SAMA,Financial Services,NCM,168675008.0
SAMA W,,,
SAMG,Financial Services,NGM,183101472.0
SAN,,,
SAN PRB,,,
SAND,,,
SANM,,,
SANW,,,
SAP,,,
SAQN,Financial Services,NCM,186501248.0
SAQN U,,,
SAQN W,,,
SAR,,,
SASR,Financial Services,NMS,1104502144.0
SATS,Technology,NMS,2590036992.0
SAVA,Healthcare,NCM,70870512.0
SAVE,Industrials,NYQ,1542770944.0
SB,Industrials,NYQ,123567624.0
SB PRC,,,
SB PRD,,,
SBAC,,,
SBB,,,
SBBA,,,
SBBP,Healthcare,NMS,200173280.0
SBBX,Financial Services,NGM,172142576.0
SBCF,,,
SBE,,,
SBE WS,,,
SBFG,,,
SBGI,Communication Services,NMS,1455026432.0
SBH,,,
SBI,,,
SBIO,,,
SBLK,,,
SBLK Z,,,
SBM,,,
SBNY,Financial Services,NMS,5598496256.0
SBOW,Energy,NYQ,38274532.0
SBPH,Healthcare,NMS,24958408.0
SBR,,,
SBRA,Real Estate,NMS,2925104640.0
SBS,Utilities,NYQ,7400230400.0
SBSI,Financial Services,NMS,874147136.0
SBSW,,,
SBT,Financial Services,NCM,173702720.0
SBUG,,,
SBUX,Consumer Cyclical,NMS,86197174272.0
SC,Financial Services,NYQ,5687875072.0
SCA,,,
SCC,,,
SCCB,,,
SCCO,Basic Materials,NYQ,30079725568.0
SCD,Financial Services,NYQ,181091824.0
SCE PRB,,,
SCE PRC,,,
SCE PRD,,,
SCE PRE,,,
SCE PRG,,,
SCE PRH,,,
SCE PRJ,,,
SCE PRK,,,
SCE PRL,,,
SCHA,,,
SCHB,,,
SCHC,,,
SCHD,,,
SCHE,,,
SCHF,,,
SCHG,,,
SCHH,,,
SCHI,,,
SCHJ,,,
SCHK,,,
SCHL,,,
SCHM,,,
SCHN,Basic Materials,NMS,456626592.0
SCHO,,,
SCHP,,,
SCHQ,,,
SCHR,,,
SCHV,,,
SCHW,Financial Services,NYQ,42986618880.0
SCHW PRC,,,
SCHW PRD,,,
SCHX,,,
SCHZ,,,
SCI,Consumer Cyclical,NYQ,6988589056.0
SCID,,,
SCIJ,,,
SCIU,,,
SCIX,,,
SCJ,,,
SCKT,,,
SCL,Basic Materials,NYQ,2173999360.0
SCM,Financial Services,NYQ,157156784.0
SCO,,,
SCON,,,
SCOR,Communication Services,NMS,211178016.0
SCPE,Financial Services,NYQ,231090624.0
SCPH,Healthcare,NMS,191822128.0
SCPL,Communication Services,NMS,1938198528.0
SCS,Industrials,NYQ,1186752896.0
SCSC,Technology,NMS,588275968.0
SCU,,,
SCVL,Consumer Cyclical,NMS,410098784.0
SCVX,,,
SCVX U,,,
SCVX WS,,,
SCWX,Technology,NMS,951181184.0
SCX,Industrials,NYQ,23593978.0
SCYX,Healthcare,NGM,71045680.0
SCZ,,,
SD,Energy,NYQ,46513348.0
SDAG,,,
SDC,Healthcare,NMS,3119051008.0
SDCI,,,
SDD,,,
SDEM,,,
SDG,,,
SDGA,,,
SDGR,Healthcare,NMS,5875171840.0
SDI,Consumer Defensive,ASE,223542880.0
SDIV,,,
SDOG,,,
SDOW,,,
SDP,,,
SDPI,,,
SDS,,,
SDVY,,,
SDY,,,
SDYL,,,
SE,Communication Services,NYQ,55631437824.0
SEAC,Technology,NMS,54416036.0
SEAS,,,
SEB,,,
SECO,Consumer Cyclical,NGM,231740528.0
SECT,,,
SEDG,Technology,NMS,7102635008.0
SEE,,,
SEED,,,
SEEL,,,
SEF,,,
SEIC,Financial Services,NMS,8023832064.0
SEIX,,,
SELB,Healthcare,NGM,239721760.0
SELF,Real Estate,NCM,36489180.0
SEM,,,
SENE A,,,
SENE B,,,
SENS,,,
SERV,Consumer Cyclical,NYQ,4731189248.0
SESN,,,
SF,Financial Services,NYQ,3138676736.0
SF PRA,,,
SF PRB,,,
SF PRC,,,
SFB,,,
SFBC,Financial Services,NCM,61700064.0
SFBS,Financial Services,NMS,1814004224.0
SFE,,,
SFET,,,
SFHY,,,
SFIG,,,
SFIX,Consumer Cyclical,NMS,2928887296.0
SFL,Industrials,NYQ,1100840320.0
SFM,Consumer Defensive,NMS,2932896256.0
SFNC,Financial Services,NMS,1759849344.0
SFST,,,
SFTW,Financial Services,NYQ,398869824.0
SFTW WS,,,
SFUN,,,
SFY,,,
SFYF,,,
SFYX,,,
SG,Financial Services,NMS,809398976.0
SGA,,,
SGBX,,,
SGC,Consumer Cyclical,NGM,207207888.0
SGDJ,,,
SGDM,,,
SGEN,Healthcare,NMS,29259429888.0
SGG,,,
SGH,Technology,NMS,648530816.0
SGLB,,,
SGLB W,,,
SGMA,Technology,NCM,13618457.0
SGMO,Healthcare,NMS,1356703360.0
SGMS,,,
SGOC,,,
SGOL,,,
SGOV,,,
SGRP,,,
SGRY,Healthcare,NMS,568261504.0
SGU,Energy,NYQ,393668480.0
SH,,,
SHAG,,,
SHAK,Consumer Cyclical,NYQ,2214800896.0
SHBI,,,
SHE,,,
SHEN,Communication Services,NMS,2508547840.0
SHG,Financial Services,NYQ,11868343296.0
SHI,,,
SHIP,,,
SHIP W,,,
SHIP Z,,,
SHLL,Financial Services,NYQ,788443520.0
SHLL U,,,
SHLL WS,,,
SHLO,Consumer Cyclical,NMS,43332500.0
SHLX,,,
SHM,,,
SHO,Real Estate,NYQ,1720775296.0
SHO PRE,,,
SHO PRF,,,
SHOO,Consumer Cyclical,NMS,1972417536.0
SHOP,Technology,NYQ,122745643008.0
SHSP,,,
SHV,,,
SHW,Basic Materials,NYQ,52933672960.0
SHY,,,
SHYD,,,
SHYF,Industrials,NMS,607271936.0
SHYG,,,
SHYL,,,
SI,,,
SIBN,Healthcare,NGM,457960608.0
SIC,Consumer Cyclical,NCM,89390192.0
SID,Basic Materials,NYQ,2817720064.0
SIEB,,,
SIEN,,,
SIF,Industrials,ASE,23664480.0
SIFY,,,
SIG,,,
SIGA,Healthcare,NGM,483852960.0
SIGI,Financial Services,NMS,3078523904.0
SII,,,
SIJ,,,
SIL,,,
SILC,Technology,NMS,263349296.0
SILJ,,,
SILK,Healthcare,NMS,1416872960.0
SILV,Basic Materials,ASE,981977216.0
SIM,Basic Materials,ASE,996689792.0
SIMO,Technology,NMS,1695462400.0
SIMS,,,
SINA,Communication Services,NMS,2397638400.0
SINO,Industrials,NCM,11800633.0
SINT,,,
SIRI,Communication Services,NMS,25574062080.0
SITC,,,
SITC PRA,,,
SITC PRK,,,
SITE,Industrials,NYQ,4612839936.0
SITM,Technology,NGM,760449728.0
SIVB,,,
SIVB P,,,
SIVR,,,
SIX,,,
SIXA,,,
SIXH,,,
SIXL,,,
SIXS,,,
SIZE,,,
SJ,,,
SJB,,,
SJI,Utilities,NYQ,2268097792.0
SJIJ,,,
SJIU,,,
SJM,,,
SJNK,,,
SJR,Communication Services,NYQ,8519987200.0
SJT,Energy,NYQ,105801976.0
SJW,,,
SKF,,,
SKM,,,
SKOR,,,
SKT,,,
SKX,,,
SKY,,,
SKYS,,,
SKYW,Industrials,NMS,1552340608.0
SKYY,,,
SLAB,Technology,NMS,4300141056.0
SLB,Energy,NYQ,24952823808.0
SLCA,Energy,NYQ,247253792.0
SLCT,,,
SLDB,Healthcare,NMS,138212096.0
SLF,Financial Services,NYQ,21173258240.0
SLG,Real Estate,NYQ,3820806656.0
SLG PRI,,,
SLGG,,,
SLGL,Healthcare,NGM,199634496.0
SLGN,Consumer Cyclical,NMS,3639895040.0
SLM,Financial Services,NMS,2621921024.0
SLMB P,,,
SLNO,,,
SLP,Healthcare,NCM,1098062336.0
SLQD,,,
SLQT,,,
SLRC,Financial Services,NMS,704064896.0
SLRX,,,
SLS,,,
SLT,,,
SLV,,,
SLVO,,,
SLVP,,,
SLX,,,
SLY,,,
SLYG,,,
SLYV,,,
SM,Energy,NYQ,412409856.0
SMAR,Technology,NYQ,6310877696.0
SMB,,,
SMBC,Financial Services,NGM,212050176.0
SMBK,,,
SMCI,Technology,NMS,1426860544.0
SMCP,,,
SMDD,,,
SMDV,,,
SMDY,,,
SMED,Industrials,NCM,106147192.0
SMEZ,,,
SMFG,,,
SMG,Basic Materials,NYQ,7474454016.0
SMH,,,
SMHB,,,
SMHI,,,
